FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,BRKDW_INDUSTRY_NACE_REV2,Branca di attività economica (ATECO 2007),EMPLOYMENT_STATUS,Posizione nella professione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Branca di attività economica (ATECO 2007) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_EMPLOYMENT_STATUS,Posizione nella professione (NOTE_EMPLOYMENT_STATUS),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q3,2171161.1,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q4,2163543.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q1,2158500.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q2,2142565.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q3,2120493.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q4,2128352.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q1,2139659.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q2,2144116.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q3,2132721,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q4,2137501.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q1,2154137.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q2,2127529.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q3,2137256.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q4,2127546.1,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q1,2121524.8,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q2,2111458.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q3,2076446.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q4,2092684.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q1,2060355.8,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q2,2090076.7,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q3,2064095.1,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q4,2096082.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q1,2093781.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q2,2096520.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q3,2124191.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q4,2148601.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q1,2138371.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q2,2123887.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q3,2136197.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q4,2131375.8,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q1,2147639.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q2,2134206.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q3,2085859.7,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q4,2023536.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q1,1910230.7,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q2,1851856.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q3,1830907,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q4,1822295.7,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q1,1801853.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q2,1811767.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q3,1807557.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q4,1797536.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2011-Q1,1807257.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2011-Q2,1828209.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2011-Q3,1825865.1,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2011-Q4,1804759.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2012-Q1,1763724.1,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2012-Q2,1744048.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2012-Q3,1728722.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2012-Q4,1708856.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2013-Q1,1684213.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2013-Q2,1684508.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2013-Q3,1687829.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2013-Q4,1677636.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2014-Q1,1686694.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C,Industria manifatturiera,9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2014-Q2,1658176.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
