FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,VALUATION,Valutazione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valutazione (NOTE_VALUATION),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2022-Q4,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2023-Q1,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2023-Q2,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2023-Q3,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2023-Q4,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2024-Q1,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2024-Q2,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2024-Q3,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2024-Q4,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2025-Q1,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2025-Q2,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_1,LATO DELLA PRODUZIONE,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2025-Q3,..,t,È voce da considerarsi come titolo di raggruppamento,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1996-Q1,402980.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1996-Q2,403560.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1996-Q3,404270.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1996-Q4,402949.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1997-Q1,404103.7,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1997-Q2,410644.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1997-Q3,412372.3,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1997-Q4,418506.2,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1998-Q1,416543,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1998-Q2,418879.9,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1998-Q3,419280.5,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1998-Q4,417902.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q1,419848.9,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q2,421554,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q3,425981.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q4,432487.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q1,437723.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q2,440541.2,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q3,444421,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q4,448692.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
